id,text,label,label_text,Quelle,persona,UMAP_X_Vorher,UMAP_Y_Vorher,UMAP_X_Nachher,UMAP_Y_Nachher
82043da4-7231-4d2a-b3a0-8f0e3f42f47b,I ordered a card and I still haven't received it. It's been two weeks. What can I do?,11,card_arrival,Mensch,,4.253015,-1.3576566,7.2103767,2.856667
6b7b5941-d3ae-4d5c-9276-6b0ea4113fc1,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",11,card_arrival,Mensch,,4.6995816,-0.012503357,8.1518755,3.0580559
205718ee-7f1c-47a1-97ef-3bf464b3c31d,Is there tracking info available?,11,card_arrival,Mensch,,4.8871264,-1.3025012,15.86886,5.113681
797ebd02-fdc9-4516-89c3-dc6c9df396ff,What is the tracking number for the card you sent?,11,card_arrival,Mensch,,4.856617,-1.2953484,7.360498,3.2666016
f87a120b-8b8d-4001-b1a2-7f57ac181b08,Where is the tracking number for the card you sent me?,11,card_arrival,Mensch,,4.874594,-1.302085,7.324844,3.2878568
62a3d2da-cae3-46bc-820d-2a29d593d632,Why won't my card show up on the app?,13,card_linking,Mensch,,5.4588294,-0.4940674,7.958249,4.195677
b9904ea4-d4d1-4936-b354-986a1f0c19b3,I would like to reactivate my card.,13,card_linking,Mensch,,3.4164195,-0.5229025,7.74665,2.9875143
62b45fa3-068f-4ff9-a346-d8fffb043ca1,Where do I link the new card?,13,card_linking,Mensch,,5.6663837,-1.0337553,7.2970953,4.1927834
f0d47a9b-5749-4755-ad93-a26077b0a8a3,"I have received my card, can you help me put it in the app?",13,card_linking,Mensch,,5.3402967,-0.66676176,7.780564,4.1937065
a8b831f2-0965-4780-9325-3814bca9889a,How do I link a card that I already have?,13,card_linking,Mensch,,5.672964,-1.0207624,7.3078766,4.222759
5e9ea432-0351-4901-be59-e94759334b89,"I received my new card, but I don't see it in the app anywhere.  What do I do?",13,card_linking,Mensch,,5.2636313,-0.6682403,7.75088,4.105012
bb932745-f65f-4864-95b5-afcf0ba7b58f,How do I re-add a card to the app?,13,card_linking,Mensch,,5.30056,-0.7073964,7.71834,4.1187634
96da0d1d-9d5f-4746-b37b-38a071149d03,How do I add the card to my account?,13,card_linking,Mensch,,5.3448777,-0.77600616,7.4648347,4.33595
3fb1255b-76a7-42f8-bf59-e58ac6a294bc,Can I put my old card back into the system? I just found it/,13,card_linking,Mensch,,4.539389,-0.11546093,8.085154,3.1992683
214b04ab-8486-4159-b9bb-a1cdf6a42532,"I have one of your cards already, how do I link it?",13,card_linking,Mensch,,5.6739907,-1.0206667,7.3038116,4.226744
29053231-b761-4733-ab49-de52c84c0114,How do I link a new card?,13,card_linking,Mensch,,5.671839,-1.028825,7.2973795,4.198573
394efdb1-8aa9-4420-9eda-787e1be76d1f,Can I link an existing card?,13,card_linking,Mensch,,5.6984434,-1.1115657,7.24298,4.241796
5f5b9793-82a1-43fd-bc2a-0cc0bfba3f49,How do I link one your card if I have one already?,13,card_linking,Mensch,,5.6760592,-1.0208328,7.299181,4.2015977
fcaee503-6d66-4c0a-9755-2f1cd7b19349,How do I add a card to the app?,13,card_linking,Mensch,,5.340226,-0.6973401,7.712977,4.1809487
ff465038-7982-47f7-8222-2aedc7a79b2d,Can I link my new card?,13,card_linking,Mensch,,5.696369,-1.0699282,7.2795014,4.172344
42bf328e-fb75-40cc-9e1c-ba30259c28a8,"Hello, I found the card I misplaced and I need to reactive it, how do I do that?",13,card_linking,Mensch,,4.705892,-0.08277937,8.106092,3.105304
fc53c808-bd16-4bec-a993-ec72406af447,Can you tell me how to link one of your cards that I already have?,13,card_linking,Mensch,,5.673054,-1.0396084,7.288892,4.223298
e1f8b921-0505-40fa-ad1f-3a42861c8e4c,How do I view the card I received in the app?,13,card_linking,Mensch,,5.3006935,-0.6922395,7.7453265,4.104359
e006a20c-2d70-4ff6-a046-a83fb792fe75,Where on the website do I go to link my card?,13,card_linking,Mensch,,5.6478105,-1.0172082,7.350459,4.2334304
fe9ffa53-b385-4936-9c7f-d007f4ee9874,"I found my card, can I add it to the app?",13,card_linking,Mensch,,5.277776,-0.69892013,7.6887836,4.078103
7c294412-5847-4be8-b143-bc8943fbf1c7,How do I link to my credit card with you?,13,card_linking,Mensch,,5.6679773,-0.9679273,7.374985,4.2625732
314663ff-823e-431e-9c97-493680cedd80,I've received my card so now I need to know how to sync it to the app.,13,card_linking,Mensch,,5.674452,-0.44109675,7.85187,4.397708
e42be644-14ac-4ec8-8cb8-ac079adb6ae4,"I found my card, I would like to reactivate it.",13,card_linking,Mensch,,3.4868393,-0.4773595,7.911094,2.9194026
c7b822fa-9ec0-4881-bf7e-61bf6587cb09,How do I link this new card?,13,card_linking,Mensch,,5.700387,-0.98614645,7.303082,4.205799
55b97e94-e7f6-421c-838f-de166475630b,Can I reactivate my lost card that I found this morning in my jacket pocket?,13,card_linking,Mensch,,4.2562304,-0.032523166,8.144843,2.9967299
83c73acb-f3f4-4f1b-93dc-76d888934709,how do I link an already existing card?,13,card_linking,Mensch,,5.6785727,-1.0400541,7.2664084,4.215251
eff3d912-74fd-4431-a895-c1aeab8217ba,The app doesn't show the card I received.,13,card_linking,Mensch,,5.283448,-0.6544668,7.7739,4.1072693
03e036c8-56d5-4653-b6ac-77e9737bc609,how do I link a card I already have?,13,card_linking,Mensch,,5.675875,-1.0193334,7.323205,4.235375
72c76115-c133-4d6f-a606-e13d0d4fcc8d,I would like to link my card. How do I do it?,13,card_linking,Mensch,,5.6742873,-0.9645533,7.354982,4.244089
10d2f476-8e87-4d43-930e-1ad0574d65ef,Can you please show me where I can find the location to link my card?,13,card_linking,Mensch,,5.564416,-1.0598133,7.329517,4.1790457
307abfec-0e48-4fdb-86ec-9a81861678b5,Where do I go if I want to link my new card?,13,card_linking,Mensch,,5.678618,-1.0351441,7.313953,4.1800833
e87e6e63-3f4c-4b8a-95cb-59b148a52ecc,Is there a way to make my old card usable with the app?,13,card_linking,Mensch,,5.288012,-0.7087183,7.711342,4.072164
e9f42239-d539-4858-8445-7c9b3a736119,Can I reactivate a card I thought I lost?,13,card_linking,Mensch,,4.3248534,-0.04171627,8.137863,2.9875956
a7101310-c33a-4318-8a9e-eb9efd4845bf,How do I link my card,13,card_linking,Mensch,,5.6753006,-0.9671778,7.327938,4.2310295
57d9e25f-73e6-4e54-80ac-20bf7aa4dca7,Where do I need to go in the app to enter my card info?,13,card_linking,Mensch,,5.3300095,-0.66434616,7.7108936,4.1665287
5dab90af-d758-40dc-aac2-df5202333bbe,I have found my lost or stolen card. Is there a way I can link the card with my account through my app again?,13,card_linking,Mensch,,4.422374,0.09960823,8.260703,2.906208
2e87218f-1289-466a-85fa-9dff8ab5c5a6,"Could you help me reactivate my card? It was previously lost, but I found it this morning in my jacket.",13,card_linking,Mensch,,4.2450013,-0.06841371,8.107208,2.9495966
987ee6cd-fccb-429a-9077-5ec4bea63219,"I already have one of your cards, how do I link them?",13,card_linking,Mensch,,5.6673126,-1.0379801,7.280985,4.215916
effbd113-1ba7-49ed-a9b6-253b872a7be9,How do I link my replacement card?,13,card_linking,Mensch,,5.6539016,-1.0278343,7.2868257,4.1675715
52affa24-e0a7-4982-a302-face293d097d,Can I link another card to my account?,13,card_linking,Mensch,,5.669232,-1.0935141,7.2145104,4.247856
7639ea3c-8467-4274-84b1-d3e7f29f19b0,I need to know your exchange rates.,32,exchange_rate,Mensch,,11.608697,-4.347165,11.985974,15.212675
a7c638f2-06b5-4dc4-b451-0ec36a67c0ba,What exchange rates do you offer?,32,exchange_rate,Mensch,,11.616396,-4.391093,11.95625,15.191523
f5588259-a0c1-4f22-9a8e-0075beaa3c68,How did you come up with your exchange rates?,32,exchange_rate,Mensch,,11.703807,-4.446049,12.0546255,15.310315
24b8f434-c106-4a27-8dac-707392f950d4,Where do you guys acquire your exchange rate?,32,exchange_rate,Mensch,,11.699947,-4.4569597,12.012178,15.256561
f2c4b3c8-d28c-4541-9687-7145f3059bb8,How do I find the exchange rate?,32,exchange_rate,Mensch,,11.667464,-4.3536634,12.041435,15.253559
dac83491-f4e6-4c69-b24a-8b949d599a63,What are your international exchange rates?,32,exchange_rate,Mensch,,11.605757,-4.368865,11.947503,15.186225
26807f22-a064-4949-93f3-c661bcde3486,How often do your exchange rates change,32,exchange_rate,Mensch,,11.68165,-4.3977804,12.044589,15.274123
a642105d-dd67-4751-bfa0-6029edefb975,Please advise what is the exchange rate,32,exchange_rate,Mensch,,11.596421,-4.3510294,11.97916,15.216122
ca12781a-5191-46c7-b93b-bf15d28cdbd0,How are exchange rates calculated?,32,exchange_rate,Mensch,,11.696132,-4.3864627,12.057369,15.298509
e45f82c6-a1b7-47f6-968a-a7946f553ee7,what are exchange rates based on,32,exchange_rate,Mensch,,11.7004385,-4.454068,12.034249,15.307953
339450fc-1279-40a0-8d77-9783113b6f10,what are exchange rates,32,exchange_rate,Mensch,,11.686782,-4.424733,12.050591,15.310978
5713a312-be7c-44f5-b5b0-c01850db2886,What are the most current exchange rates?,32,exchange_rate,Mensch,,11.628376,-4.3778677,11.940012,15.193766
ef230fea-1f23-4b30-a229-a062e82b6078,Can you explain your exchange rate policy to me?,32,exchange_rate,Mensch,,11.674014,-4.438299,12.01794,15.339476
a3ace6c4-06d1-4737-8fc7-581a705d5963,Is it a good time to exchange?,32,exchange_rate,Mensch,,10.159176,-4.194931,11.345095,14.283085
5ea697d3-686f-470e-9e04-b27ae3de426f,What is the exchange rate like on this app?,32,exchange_rate,Mensch,,11.507938,-4.330197,11.871033,15.122782
927cc401-19ee-4cc9-9bb8-bb25766461dd,Do you have a list of exchange rates?,32,exchange_rate,Mensch,,11.640742,-4.405277,11.968557,15.216036
eb83cf4e-c9b0-44cb-89d1-e8fff13983d9,Can you tell me where you get your exchange rates?,32,exchange_rate,Mensch,,11.66633,-4.4118876,12.009099,15.255775
afe115de-9a83-4ce7-964a-b718b47f3a39,Will I get a curreng foreign exchange rate?,32,exchange_rate,Mensch,,11.522405,-4.332034,11.882232,15.029448
f716999f-803b-4309-9904-d8bc7b376ae3,What currencies is an exchange rate calculated in?,32,exchange_rate,Mensch,,11.702339,-4.4520683,11.999359,15.2323885
891537e1-7a6a-4760-9c46-c5ddde45bbb1,Where do you get your exchange rates from?,32,exchange_rate,Mensch,,11.7071705,-4.463218,12.04757,15.315226
5d98fbd4-bd3a-43ed-b450-541724790004,What is the base of the exchange rates?,32,exchange_rate,Mensch,,11.644066,-4.4297285,12.001438,15.277946
25e67f7f-e41b-4955-be3e-ea1f091c94b3,What exchange rate do you use?,32,exchange_rate,Mensch,,11.630134,-4.4027324,11.9588375,15.204217
42968073-2159-490b-b9d0-1e12976ad7b2,The exchange rates are?,32,exchange_rate,Mensch,,11.639583,-4.4019194,11.981936,15.27973
7f9d7c84-8cc8-45b2-b74c-3e2c32c1d259,What do you base your exchange rates on?,32,exchange_rate,Mensch,,11.657014,-4.4274635,12.036585,15.302456
4aa59c26-5edb-4412-b2b9-adff6fa9c34d,What foreign exchange rate will you use?,32,exchange_rate,Mensch,,11.546346,-4.337558,11.934127,15.163304
cb3ac538-8f73-4391-aed6-485c26510889,How much will I get with the exchange rate?,32,exchange_rate,Mensch,,11.510814,-4.3648577,11.883342,15.0676155
dc7c1ade-82e9-4cf3-995e-bbffbd524f70,The exchange rate would be?,32,exchange_rate,Mensch,,11.628039,-4.3894916,11.98077,15.259129
bdf1963e-3633-43a1-8772-5b96235b5dfc,What is the exchange rate like?,32,exchange_rate,Mensch,,11.604122,-4.3776093,11.944592,15.235515
2ce689e0-240d-42c4-8920-b68b4c7318c2,How do your exchange rates work?,32,exchange_rate,Mensch,,11.686699,-4.418905,12.120115,15.368897
f5f5be55-7076-48b9-932e-2ce31e837f6b,what is the exchange rate?,32,exchange_rate,Mensch,,11.62658,-4.374982,11.984927,15.253015
c5f17bd5-f3d0-4a13-9d2d-7441ae1a1693,Where did your guys exchange rates come from?,32,exchange_rate,Mensch,,11.692369,-4.4541407,12.043699,15.245075
307534d7-101b-4458-9439-64e5c636079e,How are you determining your exchange rates?,32,exchange_rate,Mensch,,11.694309,-4.385327,12.0467415,15.279724
63504a4d-26e9-47be-b520-aef84c2a7841,I'm trying to figure out the current exchange rate.,32,exchange_rate,Mensch,,11.6349125,-4.3485684,12.0091715,15.241608
33877b05-69a9-47cd-ab8a-14584a48610a,From where are you getting your exchange rates?,32,exchange_rate,Mensch,,11.688896,-4.444849,12.033177,15.2884655
a443805b-186b-4128-ad6d-264bfb737567,Can you tell me the foreign exchange rate?,32,exchange_rate,Mensch,,11.611453,-4.35466,11.940252,15.156255
24e376b9-0265-469e-81ba-57247e7b26df,why do your exchange rates change,32,exchange_rate,Mensch,,11.687127,-4.3941517,12.094077,15.301097
dd5942af-9ffc-4001-93d8-6fb12f2fa379,What kind of foreign exchange rate will I get when I exchange my money?,32,exchange_rate,Mensch,,11.515218,-4.344058,11.925147,15.069868
e1211432-0164-45b7-bbe6-b621dd00c01a,What is my foreign exchange rate?,32,exchange_rate,Mensch,,11.575479,-4.2994127,11.903294,15.091982
39de4642-17c1-42fc-a7a1-c0f932a69d4d,when does the rate get determined,32,exchange_rate,Mensch,,11.729918,-4.05368,12.160619,15.206258
bd519fdc-d3d2-44d7-8aa3-6e718758fc33,What is the current exchange rate for me?,32,exchange_rate,Mensch,,11.604449,-4.330682,11.97511,15.175846
4816e564-7377-46ff-9dc2-e7a51d29236e,I purchased something in a foreign currency but the rate applied is wrong,17,card_payment_wrong_exchange_rate,Mensch,,11.569373,-3.0860531,13.406371,14.642213
5eb127fa-b23b-42e7-8ece-e0edc30922c9,I made a currency exchange and think I was charged more than I should of been.,17,card_payment_wrong_exchange_rate,Mensch,,11.422806,-2.9405897,13.240129,14.435175
50980557-5c03-4401-86c8-181a50af70e2,the card payment exchange rate is wrong,17,card_payment_wrong_exchange_rate,Mensch,,11.466455,-2.5178642,13.82682,14.380923
b914a216-bc79-4625-a328-ff6f1e59e298,The exchange rate was wrong when I bought something outside the country.,17,card_payment_wrong_exchange_rate,Mensch,,11.560085,-3.0970476,13.402783,14.593249
ce934829-ceb7-45a6-890c-12d94ebab89d,The exchange rate on my purchase is wrong.,17,card_payment_wrong_exchange_rate,Mensch,,11.514986,-3.0236852,13.435572,14.542499
a58a01ae-f95e-47cb-b27f-e9240d42c005,This rate is too low. Are you sure your using the right exchange rate.,17,card_payment_wrong_exchange_rate,Mensch,,11.522609,-3.0118532,13.517263,14.560333
b782a376-32b6-48c7-9f0c-a445888734e9,"I bought something, but the exchange rate looks wrong.",17,card_payment_wrong_exchange_rate,Mensch,,11.489312,-3.0771887,13.450487,14.560317
e4bfdb92-3b21-40a1-ad2f-fbbb4ddc5795,The rate applied to my foreign purchase was incorrect,17,card_payment_wrong_exchange_rate,Mensch,,11.540139,-3.0775297,13.483301,14.535978
95b0e94e-64fc-4736-848d-a3092290ffe2,I bought something in a foreign currency but the rate applied is wrong!,17,card_payment_wrong_exchange_rate,Mensch,,11.567102,-3.08897,13.391384,14.625546
6dce1f9b-abb9-4ed4-8433-6b8682a16f00,My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.,17,card_payment_wrong_exchange_rate,Mensch,,11.421303,-2.913375,13.409517,14.492254
e934b63f-37b1-4650-9829-a2b9e3c59237,You did not apply the correct exchange rate for an item that I bought.,17,card_payment_wrong_exchange_rate,Mensch,,11.435941,-3.0252843,13.448031,14.553861
d8ab0df4-43c6-40f5-b6d5-d68183ee2748,The rate of exchange for my card payment is incorrect,17,card_payment_wrong_exchange_rate,Mensch,,11.446312,-2.4976394,13.818197,14.379912
b4c65e7e-d067-41b5-abd2-c71592e83cdc,The rate for a currency exchange was wrong when I bought something.,17,card_payment_wrong_exchange_rate,Mensch,,11.542497,-3.0790505,13.369057,14.633284
34d3aada-aa3b-45dd-acc0-3590e4d8c297,Why is the exchange rate wrong when I purchase something abroad?,17,card_payment_wrong_exchange_rate,Mensch,,11.530562,-3.1032345,13.467968,14.547913
94a89154-ef0b-4743-8d98-3ec7ac625701,I bought an item and noticed the exchange rate was not correct.,17,card_payment_wrong_exchange_rate,Mensch,,11.521515,-3.0689623,13.41824,14.576679
a17fbe90-e19b-41b4-a424-b1816847a5e5,I bought something overseas and the wrong exchange rate is on my statement.,17,card_payment_wrong_exchange_rate,Mensch,,11.547925,-3.0692124,13.3942375,14.534568
b54d6ed1-21dd-4045-add4-a8b1dfecb745,The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.,17,card_payment_wrong_exchange_rate,Mensch,,11.436123,-2.815184,13.424186,14.459924
c795e262-81e1-47ef-a4dd-3bcb0b3cd708,Why is your exchange rate for my card payment wrong,17,card_payment_wrong_exchange_rate,Mensch,,11.467826,-2.5166383,13.830481,14.368635
ea7a5904-8693-4c70-a8e6-484084c8850e,Why am I being charged more ?,17,card_payment_wrong_exchange_rate,Mensch,,10.39282,0.2823162,14.905019,6.045116
468c272b-2c27-4599-b5dd-dbb6897e0cc7,I purchased an item and the exchange rate I was given was incorrect.,17,card_payment_wrong_exchange_rate,Mensch,,11.484872,-3.0511942,13.458562,14.558414
c7c7de40-f017-4670-ad46-d72b246857b8,I don't think my card payment exchange rate is correct.,17,card_payment_wrong_exchange_rate,Mensch,,11.465265,-2.567574,13.788857,14.388473
0aa76fdd-a6d5-4159-8883-09deb75447bf,"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?",17,card_payment_wrong_exchange_rate,Mensch,,11.470522,-2.9340513,13.442289,14.479221
c41bd960-30c4-4d7f-b538-4af57fbf62c1,They charged me wrong for a currency exchange on a purchase.,17,card_payment_wrong_exchange_rate,Mensch,,11.415438,-2.9117885,13.35103,14.45658
8115a784-2b3a-460c-a0a2-252d0d723857,I believe my card payment exchange rate is incorrect.,17,card_payment_wrong_exchange_rate,Mensch,,11.4665575,-2.546656,13.826663,14.382662
c5ba131e-1dd9-4c64-b82c-901d0f9bd692,"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.",17,card_payment_wrong_exchange_rate,Mensch,,11.42961,-2.7954953,13.428608,14.448001
c8c66c14-0fd7-4b93-92b9-f18921a1f609,The exchange rate seems off on this transaction,17,card_payment_wrong_exchange_rate,Mensch,,11.558555,-3.0424356,13.355247,14.65792
6d934024-486c-45ba-83d9-840be95cf0d0,"The exchange rate given to me wasn't correct, after i purchased an item",17,card_payment_wrong_exchange_rate,Mensch,,11.456089,-3.0670276,13.464472,14.528935
2731807f-bd42-4e57-84d3-16aa61b450a0,"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.",17,card_payment_wrong_exchange_rate,Mensch,,11.500861,-3.1009817,13.480227,14.559301
b9570caf-8a46-4a4a-8391-6d2af0e4b616,I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,17,card_payment_wrong_exchange_rate,Mensch,,11.407777,-2.7950683,13.43727,14.490148
7a85ec7f-b6c5-4dde-a7b5-3eb55a1e26ab,I wasn't applied the correct exchange rate for an item I bought,17,card_payment_wrong_exchange_rate,Mensch,,11.439357,-3.060291,13.459505,14.534059
9df1aa81-888e-4007-ba27-4405b3a5c5ae,the conversion value for my card payments is incorrect.,17,card_payment_wrong_exchange_rate,Mensch,,11.447859,-2.5103257,13.823946,14.415532
d9a0ea6b-ccd6-43d5-9592-d23da633cc1f,The wrong exchange rate was used when I bought something with a foriegn currency.,17,card_payment_wrong_exchange_rate,Mensch,,11.5635395,-3.122094,13.363639,14.634961
80f79722-c161-4c53-ab71-91a8d441ea6a,I paid for something in foreign currency but noticed the exchange rate is incorrect.,17,card_payment_wrong_exchange_rate,Mensch,,11.583758,-3.0988083,13.36375,14.638039
1a7bfafd-963b-422b-8f4c-b2aafc4f8c8c,The incorrect rate was used in my foreign purchase,17,card_payment_wrong_exchange_rate,Mensch,,11.516381,-3.0726867,13.436961,14.549629
a3f50ae0-d4f7-4fe2-9c19-c159f52813a4,Why was the exchange rate incorrect for an item I recently bought?,17,card_payment_wrong_exchange_rate,Mensch,,11.471654,-3.0573523,13.514414,14.59729
a389cf77-36b2-481e-a9b4-7503f13ee573,Why is my exchange rate wrong for an item I bought?,17,card_payment_wrong_exchange_rate,Mensch,,11.452993,-3.0801702,13.4669895,14.539021
fe06fff2-8426-4743-9e6f-56ca33a22bdb,How can I check the exchange rate applied to my transaction?,17,card_payment_wrong_exchange_rate,Mensch,,11.716209,-4.235885,12.191613,15.251971
6053c3e8-095b-4d13-88c0-0e245e8112ff,Your exchange rate is totally wrong for my card payment,17,card_payment_wrong_exchange_rate,Mensch,,11.451744,-2.5255826,13.826528,14.377777
daccc200-b176-47a1-89ea-71605d938870,The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,17,card_payment_wrong_exchange_rate,Mensch,,11.522344,-3.1417305,13.351608,14.653779
d4a11bc0-060f-413c-8c38-bbcbdc870256,I go the wrong exchange rate applied to my purchase in a foreign country.,17,card_payment_wrong_exchange_rate,Mensch,,11.547517,-3.0749066,13.406371,14.546752
12428f7e-de5e-45e4-8dd7-ceed83a61aca,My statement has a dollar I have been charged showing up on it.,34,extra_charge_on_statement,Mensch,,10.513846,-0.12822258,13.51509,6.2873893
4406e8d8-ce44-4de7-b28c-9007e0eb1c3f,Why is there a fee for an extra pound in my statement?,34,extra_charge_on_statement,Mensch,,10.725375,-0.616083,13.812488,6.066877
3a8ce1ca-2edc-4dbb-b765-aff75b4f9f8a,I'm not okay with this fee on my statement.,34,extra_charge_on_statement,Mensch,,10.792908,-0.6448954,13.788687,6.0411263
f2ea9bfd-5ba9-4aeb-8106-9fdd2e74bf5f,Why is there an extra dollar charged to my account?,34,extra_charge_on_statement,Mensch,,10.755157,-0.10724994,13.563925,6.2724357
9cf65809-5dc0-4d73-a09a-e592c43121cc,There is a fee I don't recognize on my statement.,34,extra_charge_on_statement,Mensch,,10.738118,-0.6268339,13.747017,6.024606
